,Active Learning Iteration,Labeled Database Size,Unlabeled Database Size,Precision (Tag),Recall (Tag),F1 Score (Tag),Hamming Loss,Accuracy (Tag List)
0,1,3542,14164,0.643883554551445,0.49138308387461166,0.525827688267677,0.040658845798636815,0.25473030217452697
1,2,3552,14155,0.6413034263511127,0.4881902743435771,0.5232035600491975,0.04078971235453044,0.2546096785588131
2,3,3554,14153,0.6413928731246614,0.4906839539320285,0.5242643042756093,0.04075728381529272,0.2540804069808521
